address|balance
0xaeadfcd0978edad74a32bd01a0a51d37f246e661|260.0
0x59b9e733cba4be00429b4bd9dfa64732053a7d55|20.0
0xabfcf5f25091ce57875fc674dcf104e2a73dd2f2|19.7
0x2b6ed29a95753c3ad948348e3e7b1a251080ffb9|250000.0239160684
0xeaa45cea02d87d2cc8fda9434e2d985bd4031584|900.74767818
0xaec27ce2133e82d052520afb5c576d9f7eb93ed2|14000.076720356974
0x72072a0ef1cff3d567cdd260e708ddc11cbc9a31|100.0
0x8026435aac728d497b19b3e7e57c28c563954f2b|29.93895
0xad927e03d1599a78ca2bf0cad2a183dceb71eac0|1970.0
0x2f5080b83f7e2dc0a1dd11b092ad042bff788f4c|2481.854719469491
0x63fc93001305adfbc9b85d29d9291a05f8f1410b|1000.0
0x51296f5044270d17707646129c86aad1645eadc1|1337.12694995
0x992646ac1acaabf5ddaba8f9429aa6a94e7496a7|1000.11
0x382591e7217b435e8e884cdbf415fe377a6fe29e|8022.0
0xb44605552471a6eee4daab71ff3bb41326d473e0|618.194597
